speciesType	tissueType	cellName	geneSymbol	ensemblID
Mus_musculus	colon(UBERON_0001155)	Intestinal stem cell(CL_0000034)	Bmpr1a,Lgr5,Dclk1,Bmi1,Msi1,Hesx1,Olfm4	ENSMUSG00000021796,ENSMUSG00000020140,ENSMUSG00000027797,ENSMUSG00000026739,ENSMUSG00000054256,ENSMUSG00000040726,ENSMUSG00000022026
Mus_musculus	colon(UBERON_0001155)	Late enterocyte precursor cell(None)	Aldob,Fth1,Reg3b,Gstm3,Chgb,Gstm1,Sis,Gsta1,Mt2,Reg4,Mt1,Fabp1	ENSMUSG00000028307,ENSMUSG00000024661,ENSMUSG00000071356,ENSMUSG00000004038,ENSMUSG00000027350,ENSMUSG00000058135,ENSMUSG00000027790,ENSMUSG00000074183,ENSMUSG00000031762,ENSMUSG00000027876,ENSMUSG00000031765,ENSMUSG00000054422
Mus_musculus	colon(UBERON_0001155)	Paneth cell(CL_0000510)	Dctn2,Car12,Cyp2c29,Ern2,Slc38a2,Txndc5,Cfl1,Rbm26,Car8,Itln1,Cyp3a11,Pkm,Anxa4,Sfswap,Rps8,Brd3,Zfp664,Eif2b1,2200002D01Rik,Tcf4,Nme3,Tpd52,Ttc39c,Rnase4,Zc3h11a,Eid1,Pdxdc1,Esyt2,Bri3,Slc41a1,Atp1a1,Top1,Rab3d,Usp22,Gm20594,Slc5a1,Hspa5,Rbfa,Glmn,Mdh2,Hk2,Cox6a1,Dll4,Mpp3,Sptlc1,Tmem176b,Aldh1a1,Fam20b,Galnt4,Atp5h,Apoa1,Cyp2d26,Muc2,Klf4,Ccl6,Mdh1,Zdhhc14,Fam117a,Cycs,Rbm5,Alkbh6,Tfcp2l1,Reg1,Arfgap3,Tkt,Creb3l4,Smim14,St6galnac2,Fxr1,Pgam1,Lamc2,Ddx17,Dll1,Ly6e,Tmprss2,Aldob,Gpd1,Stk40,Tax1bp1,Bsg,Adcy6,Fabp2,Golm1,Vmn1r58,Atp5b,Mbnl2,Adh1,Mast4,Trim8,Galnt7,Pus7l,Creb3l1,Ccdc47,0610010K14Rik,Flna,Mt1,Kif11,Ndufa6,Axin2,Rpl17,Serf1,Sox9,Fyco1,Guca2a,Tmem120b,Prrc1,Cyp2b10,Rpl7,Khk,Ptpro,Syne2,Cnot2,Ndrg1,Sis,Gabarapl1,Fau,Cox8a,Cyp2c65,Gsta4,Mon2,Alpi,Guca2b,Bpnt1,Papss2,Nupr1,Defa24,Rps27a,Krt8,H2-K1,Lrig1,Lypd8,Pabpc1,Reg4,4833420G17Rik,Ldb1,Cbfa2t3,Rpl6,Pdlim1,Eef1b2,Mgam,Lyz1,Rnase1,Ints6,Polr1d,Rpl5,Hpd,Comt,Uqcrq,Npc2,Fcgbp,Hsp90ab1,Kcnh3,Prap1,Cox4i1,Atp5g3,Nr6a1,Pdia3,Marcks,Ndrg2,Gpx4,Snx10,Slc38a1,Phlda1,Cbx6,Maged1,Ivns1abp,Rps28,Tff3,Ubn1,Sarnp,Mta1,Cldn15,Lgals12,Rnf20,Tmem59,Cox7a2,Zkscan14,Srsf7,Oat,Pitpnc1,Cyp4f14,Cd24a,Tm4sf5,Tspan1,Bcl7a,Slc12a8,Sox4,Cln6,Gapdh,Tpi1,Mttp,Crip1,Cpeb3,Acly,Defa17,Galnt12,Gstm3,Atp6ap2,Esf1,Ldha,Tead2,Edn1,Scp2,Arhgap1,Mif,Rnf216,Ang4,Mt2,Klk1,Krt19,Apoc3,Hepacam2,Apoc2,AW209491,Mrpl39,Qsox1,Gstm1,Dmbt1,Atpif1,Fam220a,Mgst3,Prelid1,Eef1a1,Peli1,Ptprf,Dbi,Dkc1,Ces2e,Tnfrsf21,Fth1,Tpt1,Chgb,Ckmt1,Rps23,Tm4sf20,Pdcd2,Gadd45b,Pms1,D930020B18Rik,Ccdc141,Gm1123,Rpl12,2210407C18Rik,Tsta3,Ccl25,Spdef,Gsta1,Gsto1,Mmp7,Pnrc1,Gna11,Cox6b1,Aldoa,Atrx,Matr3,Fam114a2,Dgat1,Tecpr1,Cnot10,Prpf4b,Spink4,Zfp148,Bri3bp,Rrbp1,Cyb5r3,Gdpd1,Cd63,Acsl5,Nav1,Syt7,Rps9,Gpi1,5730455P16Rik,Smoc2,Gpx1,Prr15,Stx3,Herpud1,Txn1,Ucp2,Hmgcs1,Atp5o,Agr2,Abcd4,Aes,Fbp2,Tpsg1,Apoa4,P4hb,Rasa2,Fabp1	ENSMUSG00000025410,ENSMUSG00000032373,ENSMUSG00000003053,ENSMUSG00000030866,ENSMUSG00000022462,ENSMUSG00000038991,ENSMUSG00000056201,ENSMUSG00000022119,ENSMUSG00000041261,ENSMUSG00000038209,ENSMUSG00000056035,ENSMUSG00000032294,ENSMUSG00000029994,ENSMUSG00000029439,ENSMUSG00000047675,ENSMUSG00000026918,ENSMUSG00000079215,ENSMUSG00000029388,ENSMUSG00000030587,ENSMUSG00000053477,ENSMUSG00000073435,ENSMUSG00000027506,ENSMUSG00000024424,ENSMUSG00000021876,ENSMUSG00000116275,ENSMUSG00000091337,ENSMUSG00000022680,ENSMUSG00000021171,ENSMUSG00000047843,ENSMUSG00000013275,ENSMUSG00000033161,ENSMUSG00000070544,ENSMUSG00000019066,ENSMUSG00000042506,ENSMUSG00000096887,ENSMUSG00000011034,ENSMUSG00000026864,ENSMUSG00000024570,ENSMUSG00000029276,ENSMUSG00000019179,ENSMUSG00000000628,ENSMUSG00000041697,ENSMUSG00000027314,ENSMUSG00000052373,ENSMUSG00000021468,ENSMUSG00000029810,ENSMUSG00000053279,ENSMUSG00000033557,ENSMUSG00000090035,ENSMUSG00000034566,ENSMUSG00000032083,ENSMUSG00000022445,ENSMUSG00000025515,ENSMUSG00000003032,ENSMUSG00000018927,ENSMUSG00000020321,ENSMUSG00000034265,ENSMUSG00000038893,ENSMUSG00000063694,ENSMUSG00000032580,ENSMUSG00000042831,ENSMUSG00000026380,ENSMUSG00000059654,ENSMUSG00000054277,ENSMUSG00000021957,ENSMUSG00000027938,ENSMUSG00000037822,ENSMUSG00000110170,ENSMUSG00000027680,ENSMUSG00000011752,ENSMUSG00000026479,ENSMUSG00000055065,ENSMUSG00000014773,ENSMUSG00000022587,ENSMUSG00000000385,ENSMUSG00000028307,ENSMUSG00000023019,ENSMUSG00000042608,ENSMUSG00000004535,ENSMUSG00000023175,ENSMUSG00000022994,ENSMUSG00000023057,ENSMUSG00000021556,ENSMUSG00000078808,ENSMUSG00000025393,ENSMUSG00000022139,ENSMUSG00000074207,ENSMUSG00000034751,ENSMUSG00000025034,ENSMUSG00000031608,ENSMUSG00000033356,ENSMUSG00000027230,ENSMUSG00000078622,ENSMUSG00000020831,ENSMUSG00000031328,ENSMUSG00000031765,ENSMUSG00000012443,ENSMUSG00000022450,ENSMUSG00000000142,ENSMUSG00000062328,ENSMUSG00000021643,ENSMUSG00000000567,ENSMUSG00000025241,ENSMUSG00000023247,ENSMUSG00000054434,ENSMUSG00000024594,ENSMUSG00000030483,ENSMUSG00000043716,ENSMUSG00000029162,ENSMUSG00000030223,ENSMUSG00000063450,ENSMUSG00000020166,ENSMUSG00000005125,ENSMUSG00000027790,ENSMUSG00000030161,ENSMUSG00000038274,ENSMUSG00000035885,ENSMUSG00000067231,ENSMUSG00000032348,ENSMUSG00000034602,ENSMUSG00000079440,ENSMUSG00000032978,ENSMUSG00000026617,ENSMUSG00000024899,ENSMUSG00000030717,ENSMUSG00000064213,ENSMUSG00000020460,ENSMUSG00000049382,ENSMUSG00000061232,ENSMUSG00000030029,ENSMUSG00000013643,ENSMUSG00000022283,ENSMUSG00000027876,ENSMUSG00000062822,ENSMUSG00000025223,ENSMUSG00000006362,ENSMUSG00000029614,ENSMUSG00000055044,ENSMUSG00000025967,ENSMUSG00000068587,ENSMUSG00000069515,ENSMUSG00000035896,ENSMUSG00000035161,ENSMUSG00000029642,ENSMUSG00000058558,ENSMUSG00000029445,ENSMUSG00000000326,ENSMUSG00000044894,ENSMUSG00000021242,ENSMUSG00000047730,ENSMUSG00000023944,ENSMUSG00000037579,ENSMUSG00000025467,ENSMUSG00000031818,ENSMUSG00000018770,ENSMUSG00000063972,ENSMUSG00000027248,ENSMUSG00000069662,ENSMUSG00000004558,ENSMUSG00000075706,ENSMUSG00000038301,ENSMUSG00000023169,ENSMUSG00000020205,ENSMUSG00000089715,ENSMUSG00000025151,ENSMUSG00000023150,ENSMUSG00000067288,ENSMUSG00000024029,ENSMUSG00000039473,ENSMUSG00000078427,ENSMUSG00000021144,ENSMUSG00000001739,ENSMUSG00000024972,ENSMUSG00000028309,ENSMUSG00000028618,ENSMUSG00000032330,ENSMUSG00000029627,ENSMUSG00000024097,ENSMUSG00000030934,ENSMUSG00000040430,ENSMUSG00000024292,ENSMUSG00000047139,ENSMUSG00000018919,ENSMUSG00000028699,ENSMUSG00000029438,ENSMUSG00000035506,ENSMUSG00000076431,ENSMUSG00000032245,ENSMUSG00000057666,ENSMUSG00000023456,ENSMUSG00000028158,ENSMUSG00000006360,ENSMUSG00000039652,ENSMUSG00000020917,ENSMUSG00000060208,ENSMUSG00000039774,ENSMUSG00000004038,ENSMUSG00000031007,ENSMUSG00000045624,ENSMUSG00000063229,ENSMUSG00000030796,ENSMUSG00000021367,ENSMUSG00000028603,ENSMUSG00000027247,ENSMUSG00000033307,ENSMUSG00000045078,ENSMUSG00000060615,ENSMUSG00000031762,ENSMUSG00000063903,ENSMUSG00000020911,ENSMUSG00000032081,ENSMUSG00000044156,ENSMUSG00000002992,ENSMUSG00000039182,ENSMUSG00000022889,ENSMUSG00000033684,ENSMUSG00000058135,ENSMUSG00000047517,ENSMUSG00000054428,ENSMUSG00000083012,ENSMUSG00000026688,ENSMUSG00000021486,ENSMUSG00000037742,ENSMUSG00000020134,ENSMUSG00000033295,ENSMUSG00000026385,ENSMUSG00000031403,ENSMUSG00000031886,ENSMUSG00000023915,ENSMUSG00000024661,ENSMUSG00000060126,ENSMUSG00000027350,ENSMUSG00000000308,ENSMUSG00000049517,ENSMUSG00000026149,ENSMUSG00000014771,ENSMUSG00000015312,ENSMUSG00000026098,ENSMUSG00000047642,ENSMUSG00000044033,ENSMUSG00000044860,ENSMUSG00000038900,ENSMUSG00000037145,ENSMUSG00000022570,ENSMUSG00000023235,ENSMUSG00000024215,ENSMUSG00000074183,ENSMUSG00000025068,ENSMUSG00000018623,ENSMUSG00000040128,ENSMUSG00000034781,ENSMUSG00000036751,ENSMUSG00000114515,ENSMUSG00000031229,ENSMUSG00000037236,ENSMUSG00000020523,ENSMUSG00000022555,ENSMUSG00000066621,ENSMUSG00000056167,ENSMUSG00000021413,ENSMUSG00000028415,ENSMUSG00000022811,ENSMUSG00000037905,ENSMUSG00000027422,ENSMUSG00000018042,ENSMUSG00000061666,ENSMUSG00000025351,ENSMUSG00000024981,ENSMUSG00000009418,ENSMUSG00000024743,ENSMUSG00000006333,ENSMUSG00000036427,ENSMUSG00000057181,ENSMUSG00000023886,ENSMUSG00000063856,ENSMUSG00000045725,ENSMUSG00000041488,ENSMUSG00000031770,ENSMUSG00000028367,ENSMUSG00000033685,ENSMUSG00000093930,ENSMUSG00000022956,ENSMUSG00000020581,ENSMUSG00000021240,ENSMUSG00000054452,ENSMUSG00000021456,ENSMUSG00000033200,ENSMUSG00000032080,ENSMUSG00000025130,ENSMUSG00000032413,ENSMUSG00000054422
Mus_musculus	colon(UBERON_0001155)	Regulatory T (Treg) cell(CL_0000815)	Foxp3,Il2ra	ENSMUSG00000039521,ENSMUSG00000026770
Mus_musculus	colon(UBERON_0001155)	Stem cell(CL_0000034)	Cd44,Prom1,Myc,Lgr5	ENSMUSG00000005087,ENSMUSG00000029086,ENSMUSG00000022346,ENSMUSG00000020140
Mus_musculus	colon(UBERON_0001155)	Transit amplifying (TA) cell(None)	Cyp2c29,Rpl19,Rpl36,Rps17,Cyp3a11,Pkm,Rps8,Cbr1,2200002D01Rik,Cdhr5,Rpl18,Tmsb4x,Tuba1b,Atp1a1,Rpl23,Rps2,Npm1,Slc5a1,Ppia,Rps12,Mdh2,Aldh1a1,Actb,Rplp0,Apoa1,Cyp2d26,Rpl15,Rpl36a,Reg1,Rps19,Rps3a1,Rps5,Aldob,Gpd1,Rpl4,Cdhr2,Fabp2,Rps16,Rps4x,Rpl27,Rps21,Adh1,Rpl18a,Mt1,Rpl31,H2afz,Cyp2b10,Rpl7,Khk,Rpl32,Ndrg1,Rps7,Sis,Rpl11,Gsta4,Rpl41,Ptma,Alpi,Guca2b,Rps6,Papss2,Rps27a,Ucp2,Rpl3,Lypd8,Reg4,Rpl6,Eef1b2,Mgam,Rpl5,Rps13,Rpl39,S100g,Prap1,Gpx2,Gpx4,Pigr,Rps25,Cyp4f14,Rpl14,Rpl13,Rpl10,Rplp1,Gapdh,Mttp,Crip1,Gstm3,Ldha,Ran,Rps20,Rbp2,Rpl23a,Mt2,Creb3l3,Rps18,Rpl35,Rpsa,Apoc3,Apoc2,Gstm1,Dmbt1,Rpl37,Rps24,Eef1a1,Fam213a,Dbi,Ces2e,Fth1,Slc12a2,Chgb,Snrpg,Actg1,Rps23,Rpl12,Rps11,Gsta1,Gna11,Rpl27a,Rpl8,Dgat1,Rpl10a,Cyb5r3,Rpl7a,Rps26,Ephx1,Rps9,Gpi1,Rpl29,Rps10,Rpl13a,Fbp2,Apoa4,P4hb,Fabp1	ENSMUSG00000003053,ENSMUSG00000017404,ENSMUSG00000057863,ENSMUSG00000061787,ENSMUSG00000056035,ENSMUSG00000032294,ENSMUSG00000047675,ENSMUSG00000051483,ENSMUSG00000030587,ENSMUSG00000025497,ENSMUSG00000059070,ENSMUSG00000049775,ENSMUSG00000023004,ENSMUSG00000033161,ENSMUSG00000071415,ENSMUSG00000044533,ENSMUSG00000057113,ENSMUSG00000011034,ENSMUSG00000071866,ENSMUSG00000061983,ENSMUSG00000019179,ENSMUSG00000053279,ENSMUSG00000029580,ENSMUSG00000067274,ENSMUSG00000032083,ENSMUSG00000022445,ENSMUSG00000012405,ENSMUSG00000079435,ENSMUSG00000059654,ENSMUSG00000040952,ENSMUSG00000028081,ENSMUSG00000012848,ENSMUSG00000028307,ENSMUSG00000023019,ENSMUSG00000032399,ENSMUSG00000034918,ENSMUSG00000023057,ENSMUSG00000037563,ENSMUSG00000031320,ENSMUSG00000063316,ENSMUSG00000039001,ENSMUSG00000074207,ENSMUSG00000045128,ENSMUSG00000031765,ENSMUSG00000073702,ENSMUSG00000037894,ENSMUSG00000030483,ENSMUSG00000043716,ENSMUSG00000029162,ENSMUSG00000057841,ENSMUSG00000005125,ENSMUSG00000061477,ENSMUSG00000027790,ENSMUSG00000059291,ENSMUSG00000032348,ENSMUSG00000093674,ENSMUSG00000026238,ENSMUSG00000079440,ENSMUSG00000032978,ENSMUSG00000028495,ENSMUSG00000024899,ENSMUSG00000020460,ENSMUSG00000033685,ENSMUSG00000060036,ENSMUSG00000013643,ENSMUSG00000027876,ENSMUSG00000029614,ENSMUSG00000025967,ENSMUSG00000068587,ENSMUSG00000058558,ENSMUSG00000090862,ENSMUSG00000079641,ENSMUSG00000040808,ENSMUSG00000025467,ENSMUSG00000042808,ENSMUSG00000075706,ENSMUSG00000026417,ENSMUSG00000009927,ENSMUSG00000024292,ENSMUSG00000025794,ENSMUSG00000000740,ENSMUSG00000008682,ENSMUSG00000007892,ENSMUSG00000057666,ENSMUSG00000028158,ENSMUSG00000006360,ENSMUSG00000004038,ENSMUSG00000063229,ENSMUSG00000029430,ENSMUSG00000028234,ENSMUSG00000032454,ENSMUSG00000058546,ENSMUSG00000031762,ENSMUSG00000035041,ENSMUSG00000008668,ENSMUSG00000062997,ENSMUSG00000032518,ENSMUSG00000032081,ENSMUSG00000002992,ENSMUSG00000058135,ENSMUSG00000047517,ENSMUSG00000041841,ENSMUSG00000025290,ENSMUSG00000037742,ENSMUSG00000021792,ENSMUSG00000026385,ENSMUSG00000031886,ENSMUSG00000024661,ENSMUSG00000024597,ENSMUSG00000027350,ENSMUSG00000057278,ENSMUSG00000062825,ENSMUSG00000049517,ENSMUSG00000038900,ENSMUSG00000003429,ENSMUSG00000074183,ENSMUSG00000034781,ENSMUSG00000046364,ENSMUSG00000003970,ENSMUSG00000022555,ENSMUSG00000037805,ENSMUSG00000018042,ENSMUSG00000062647,ENSMUSG00000025362,ENSMUSG00000038776,ENSMUSG00000006333,ENSMUSG00000036427,ENSMUSG00000048758,ENSMUSG00000052146,ENSMUSG00000074129,ENSMUSG00000021456,ENSMUSG00000032080,ENSMUSG00000025130,ENSMUSG00000054422
Mus_musculus	embryo(UBERON_0000922)	1-cell stage cell (Blastomere)(CL_0000353)	Accsl,Blcap,Mknk1,Zfyve21,Bcl2l10,Trafd1,Asf1b,Acvr1b,Zswim3,Tubg2,Klf11,Cdk2ap2,H1foo,Dclk2,Shmt2,Ciapin1,Spg21,Dusp7,Stard7,Papd7,Klhdc3,Troap	ENSMUSG00000075023,ENSMUSG00000067787,ENSMUSG00000028708,ENSMUSG00000021286,ENSMUSG00000032191,ENSMUSG00000042726,ENSMUSG00000005470,ENSMUSG00000000532,ENSMUSG00000045822,ENSMUSG00000045007,ENSMUSG00000020653,ENSMUSG00000024856,ENSMUSG00000042279,ENSMUSG00000028078,ENSMUSG00000025403,ENSMUSG00000031781,ENSMUSG00000032388,ENSMUSG00000053716,ENSMUSG00000027367,ENSMUSG00000034575,ENSMUSG00000063576,ENSMUSG00000032783
Mus_musculus	embryo(UBERON_0000922)	4-cell stage cell (Blastomere)(CL_0000353)	Cdca7l,Cnot6l,Gng12,Eif4enif1,Arg2,Fam46c,Git2,Rnf38,Tomm34,Adpgk,Arih1,Zbtb39,Clock,Sin3a	ENSMUSG00000021175,ENSMUSG00000034724,ENSMUSG00000036402,ENSMUSG00000020454,ENSMUSG00000021125,ENSMUSG00000044468,ENSMUSG00000041890,ENSMUSG00000035696,ENSMUSG00000018322,ENSMUSG00000025236,ENSMUSG00000025234,ENSMUSG00000044617,ENSMUSG00000029238,ENSMUSG00000042557
Mus_musculus	embryo(UBERON_0000922)	8-cell stage cell (Blastomere)(CL_0000353)	Med28,Abcf1,Diablo,Sssca1,Eif1ad,Kdm5b,Cdc37,Phax,Yrdc,Eif4g1,Fam32a,Snu13	ENSMUSG00000015804,ENSMUSG00000038762,ENSMUSG00000029433,ENSMUSG00000079478,ENSMUSG00000024841,ENSMUSG00000042207,ENSMUSG00000019471,ENSMUSG00000008301,ENSMUSG00000028889,ENSMUSG00000045983,ENSMUSG00000003039,ENSMUSG00000063480
Mus_musculus	embryo(UBERON_0000922)	Allantois cell(None)	Col1a1,Tbx4,Pitx1	ENSMUSG00000001506,ENSMUSG00000000094,ENSMUSG00000021506
Mus_musculus	embryo(UBERON_0000922)	Arterial cell(None)	Gja4,Notch4,Gja5,Vegfc,Dll4,Sox17,Unc5b,Msx1,Acvrl1,Tox2,Cxcr4,Hey1,Jag2,Hes1,Efnb2	ENSMUSG00000050234,ENSMUSG00000015468,ENSMUSG00000057123,ENSMUSG00000031520,ENSMUSG00000027314,ENSMUSG00000025902,ENSMUSG00000020099,ENSMUSG00000048450,ENSMUSG00000000530,ENSMUSG00000074607,ENSMUSG00000045382,ENSMUSG00000040289,ENSMUSG00000002799,ENSMUSG00000022528,ENSMUSG00000001300
Mus_musculus	embryo(UBERON_0000922)	Astrocyte(CL_0000127)	Gfap	ENSMUSG00000020932
Mus_musculus	embryo(UBERON_0000922)	Blood progenitor cell(None)	Runx1,Tal1,Kdr	ENSMUSG00000022952,ENSMUSG00000028717,ENSMUSG00000062960
Mus_musculus	embryo(UBERON_0000922)	Cardiac progenitor cell(None)	Alcam,Isl1	ENSMUSG00000022636,ENSMUSG00000042258
Mus_musculus	embryo(UBERON_0000922)	Cardiomyocyte progenitor cell(CL_0000513)	Cdh2	ENSMUSG00000024304
Mus_musculus	embryo(UBERON_0000922)	Cardiomyocyte(CL_0002495)	Emcn,Hand2,Vim,Nid1,Tnnc1,Hand1,Neb,Mef2c,Bmp4,Fbn1,Gata4,Tbx3,Myl4,Tnnt2,Tbx20	ENSMUSG00000054690,ENSMUSG00000038193,ENSMUSG00000026728,ENSMUSG00000005397,ENSMUSG00000091898,ENSMUSG00000037335,ENSMUSG00000026950,ENSMUSG00000005583,ENSMUSG00000021835,ENSMUSG00000027204,ENSMUSG00000021944,ENSMUSG00000018604,ENSMUSG00000061086,ENSMUSG00000026414,ENSMUSG00000031965
Mus_musculus	embryo(UBERON_0000922)	Chondro progenitor cell(None)	Dlk1	ENSMUSG00000040856
Mus_musculus	embryo(UBERON_0000922)	Ectoderm cell(CL_0000221)	Pax6,Lhx5,Otx1,Nes,Hoxb1,Neurod1	ENSMUSG00000027168,ENSMUSG00000029595,ENSMUSG00000005917,ENSMUSG00000004891,ENSMUSG00000018973,ENSMUSG00000034701
Mus_musculus	embryo(UBERON_0000922)	Embryonic stem cell(CL_0002322)	Alpl,Fut4,Sox2,Pou5f1	ENSMUSG00000028766,ENSMUSG00000049307,ENSMUSG00000074637,ENSMUSG00000024406
Mus_musculus	embryo(UBERON_0000922)	Endocardial cell(CL_0002350)	Ramp2,Sox7,Cdh5,Rdx,Gata2,Fli1,Tal1	ENSMUSG00000001240,ENSMUSG00000063060,ENSMUSG00000031871,ENSMUSG00000032050,ENSMUSG00000015053,ENSMUSG00000016087,ENSMUSG00000028717
Mus_musculus	embryo(UBERON_0000922)	Endocrine cell(CL_0000163)	Gcg,Neurog3,Ins2,Sst,Ins1,Ppy	ENSMUSG00000000394,ENSMUSG00000044312,ENSMUSG00000000215,ENSMUSG00000004366,ENSMUSG00000035804,ENSMUSG00000017316
Mus_musculus	embryo(UBERON_0000922)	Endoderm cell(CL_0000223)	Gata5,Gata4,Gata6,Onecut1	ENSMUSG00000015627,ENSMUSG00000021944,ENSMUSG00000005836,ENSMUSG00000043013
Mus_musculus	embryo(UBERON_0000922)	Endometrial precursor cell(None)	Anpep,Cd9	ENSMUSG00000039062,ENSMUSG00000030342
Mus_musculus	embryo(UBERON_0000922)	Endothelial cell(CL_0000115)	Lyve1,Cd34,Tek,Egfl7,Nos3,Sox18,Eng,Cdh5,Kdr,Pecam1,Tie1,Plvap	ENSMUSG00000030787,ENSMUSG00000016494,ENSMUSG00000006386,ENSMUSG00000026921,ENSMUSG00000028978,ENSMUSG00000046470,ENSMUSG00000026814,ENSMUSG00000031871,ENSMUSG00000062960,ENSMUSG00000020717,ENSMUSG00000033191,ENSMUSG00000034845
Mus_musculus	embryo(UBERON_0000922)	Endothelial progenitor cell(CL_0002619)	Peg3	ENSMUSG00000002265
Mus_musculus	embryo(UBERON_0000922)	Epiblast cell(CL_0000352)	Nanog,Pou5f1	ENSMUSG00000012396,ENSMUSG00000024406
Mus_musculus	embryo(UBERON_0000922)	Extraembryonic cell(CL_0000349)	Tpbpa,Cdx2	ENSMUSG00000033834,ENSMUSG00000029646
Mus_musculus	embryo(UBERON_0000922)	Extraembryonic ectoderm cell(CL_0000223)	Eif5	ENSMUSG00000021282
Mus_musculus	embryo(UBERON_0000922)	Fibroblast(CL_0000057)	Col5a2,Thy1	ENSMUSG00000026042,ENSMUSG00000032011
Mus_musculus	embryo(UBERON_0000922)	Germ cell(CL_0000586)	Mcf2,Sycp3,Hexb,Ddx4,Zp3,Morc1,Fut4,Pou5f1	ENSMUSG00000031139,ENSMUSG00000020059,ENSMUSG00000021665,ENSMUSG00000021758,ENSMUSG00000004948,ENSMUSG00000022652,ENSMUSG00000049307,ENSMUSG00000024406
Mus_musculus	embryo(UBERON_0000922)	Hematopoietic progenitor cell(CL_0000837)	Kdr	ENSMUSG00000062960
Mus_musculus	embryo(UBERON_0000922)	Hematopoietic stem cell(CL_0000037)	Kit,Cd38,Cd34,Pecam1	ENSMUSG00000005672,ENSMUSG00000029084,ENSMUSG00000016494,ENSMUSG00000020717
Mus_musculus	embryo(UBERON_0000922)	Incisor epithelial stem cell(CL_0000034)	Lgr5	ENSMUSG00000020140
Mus_musculus	embryo(UBERON_0000922)	Mesenchymal stem cell(CL_0000134)	Ptprc,Pdgfrb,Mcam	ENSMUSG00000026395,ENSMUSG00000024620,ENSMUSG00000032135
Mus_musculus	embryo(UBERON_0000922)	Mesoderm cell(CL_0000222)	Tlnrd1,Nkx2-5,Mesd,Hand1,T,Tbx2,Kdr,Eomes,Isl1,Myf5,Myod1	ENSMUSG00000070462,ENSMUSG00000015579,ENSMUSG00000038503,ENSMUSG00000037335,ENSMUSG00000062327,ENSMUSG00000000093,ENSMUSG00000062960,ENSMUSG00000032446,ENSMUSG00000042258,ENSMUSG00000000435,ENSMUSG00000009471
Mus_musculus	embryo(UBERON_0000922)	Mesodermal progenitor cell(None)	Mesp1,Mixl1,Wnt3	ENSMUSG00000030544,ENSMUSG00000026497,ENSMUSG00000000125
Mus_musculus	embryo(UBERON_0000922)	Morula cell (Blastomere)(CL_0000360)	Mrpl27,Gtf2h5,Cct6a,Papola,Gldc,Rpl22,Aimp1,Cnih4,Skiv2l2,Rpl17,Hacd3,Gja1,Mrps17,Psma1,Rpl7,Kyat3,Ipo5,Rpl11,Bin1,Psmc6,Srsf6,Rpl34,Atp5h,Rps27a,Atp5f1,Fkbp3,Snx6,Cct5,Gsta3,Serbp1,Cse1l,Bcat1,Esrrb,Sem1,S100a11,Rpl39,Lrpprc	ENSMUSG00000024414,ENSMUSG00000034345,ENSMUSG00000029447,ENSMUSG00000021111,ENSMUSG00000024827,ENSMUSG00000028936,ENSMUSG00000028029,ENSMUSG00000062169,ENSMUSG00000016018,ENSMUSG00000062328,ENSMUSG00000033629,ENSMUSG00000050953,ENSMUSG00000034211,ENSMUSG00000030751,ENSMUSG00000043716,ENSMUSG00000040213,ENSMUSG00000030662,ENSMUSG00000059291,ENSMUSG00000024381,ENSMUSG00000021832,ENSMUSG00000016921,ENSMUSG00000062006,ENSMUSG00000034566,ENSMUSG00000020460,ENSMUSG00000000563,ENSMUSG00000020949,ENSMUSG00000005656,ENSMUSG00000022234,ENSMUSG00000025934,ENSMUSG00000036371,ENSMUSG00000002718,ENSMUSG00000030268,ENSMUSG00000021255,ENSMUSG00000042541,ENSMUSG00000027907,ENSMUSG00000079641,ENSMUSG00000024120
Mus_musculus	embryo(UBERON_0000922)	Mural cell(None)	Cspg4	ENSMUSG00000032911
Mus_musculus	embryo(UBERON_0000922)	Neural crest cell(CL_0011012)	Wnt1,Wnt3a,Tfap2a,Pax3	ENSMUSG00000022997,ENSMUSG00000009900,ENSMUSG00000021359,ENSMUSG00000004872
Mus_musculus	embryo(UBERON_0000922)	Neural stem cell(CL_0000047)	Sdc1,Notch1,Itgb1	ENSMUSG00000020592,ENSMUSG00000026923,ENSMUSG00000025809
Mus_musculus	embryo(UBERON_0000922)	Neuron(CL_0000540)	Slc17a7,Atoh1	ENSMUSG00000070570,ENSMUSG00000073043
